Artist,Position,Title,Year
Meco,71,Star Wars Theme / Cantina Band,1977
The Floaters,72,Float On,1977
David Dundas,73,Jeans On,1977
Boz Scaggs,74,Lido Shuffle,1977
K.C. and The Sunshine Band,75,Keep It Comin' Love,1977
Bay City Rollers,76,You Made Me Believe In Magic,1977
Electric Light Orchestra,77,Livin' Thing,1977
Supertramp,78,Give a Little Bit,1977
Shaun Cassidy,79,That's Rock 'n' Roll,1977
The Bee Gees,80,Love So Right,1977
The Spinners,81,Rubberband Man,1977
Alice Cooper,82,I Never Cry,1977
Carly Simon,83,Nobody Does It Better,1977
The Sylvers,84,High School Dance,1977
Kenny Nolan,85,Love's Grown Deep,1977
Joe Tex,86,Ain't Gonna Bump No More (with No Big Fat Woman),1977
Rose Royce,87,I Wanna Get Next To You,1977
Queen,88,Somebody to Love,1977
Captain and Tennille,89,Muskrat Love,1977
Aerosmith,90,Walk This Way,1977
Dr. Buzzard's Original Savannah Band,91,Cherchez la Femme / Se Si Bon,1977
Al Stewart,92,Year of the Cat,1977
Heatwave,93,Boogie Nights,1977
Fleetwood Mac,94,Go Your Own Way,1977
Elton John,95,Sorry Seems to Be the Hardest Word,1977
B.J. Thomas,96,Don't Worry Baby,1977
Abba,97,"Knowing Me, Knowing You",1977
Leo Sayer,98,How Much Love,1977
London Symphony Orchestra,99,Main Title Star Wars,1977
Andy Gibb,1,Shadow Dancing,1978
The Bee Gees,2,Night Fever,1978
Debby Boone,3,You Light Up My Life,1978
The Bee Gees,4,Stayin' Alive,1978
Exile,5,Kiss You All Over,1978
The Bee Gees,6,How Deep Is Your Love,1978
Player,7,Baby Come Back,1978
Andy Gibb,8,(Love Is) Thicker Than Water,1978
A Taste Of Honey,9,Boogie Oogie Oogie,1978
The Commodores,10,Three Times a Lady,1978
Frankie Valli,11,Grease,1978
Paul Davis,12,I Go Crazy,1978
John,13,You're the One That I Want - John Travolta and Olivia Newton,1978
Samantha Sang,14,Emotion,1978
Eric Clapton,15,Lay Down Sally,1978
The Rolling Stones,16,Miss You,1978
Billy Joel,17,Just the Way You Are,1978
Wings,18,With a Little Luck,1978
Yvonne Elliman,19,If I Can't Have You,1978
Chic,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",1978
Chuck Mangione,21,Feels So Good,1978
Nick Gilder,22,Hot Child In the City,1978
The Sweet,23,Love Is Like Oxygen,1978
Bonnie Tyler,24,It's a Heartache,1978
Queen,25,We Will Rock You / We Are the Champions,1978
Gerry Rafferty,26,Baker Street,1978
Barry Manilow,27,Can't Smile Without You,1978
Johnny Mathis and Deniece Williams,28,"Too Much, Too Little, Too Late",1978
Peter Brown,29,Dance With Me,1978
Meat Loaf,30,Two Out of Three Ain't Bad,1978
Raydio,31,Jack and Jill,1978
Abba,32,Take a Chance On Me,1978
Dan Hill,33,Sometimes When We Touch,1978
Donna Summer,34,Last Dance,1978
John,35,Hopelessly Devoted to You - Olivia Newton,1978
Foreigner,36,Hot Blooded,1978
Rod Stewart,37,You're In My Heart (The Final Acclaim),1978
Roberta Flack and Donny Hathaway,38,The Closer I Get to You,1978
Kansas,39,Dust In the Wind,1978
Walter Egan,40,Magnet and Steel,1978
Randy Newman,41,Short People,1978
The O'Jays,42,Use Ta Be My Girl,1978
Natalie Cole,43,Our Love,1978
Pablo Cruise,44,Love Will Find a Way,1978
Andy Gibb,45,An Everlasting Love,1978
John Paul Young,46,Love Is in the Air,1978
David Gates,47,Goodbye Girl,1978
Paul Simon,48,Slip Slidin' Away,1978
Heatwave,49,The Groove Line,1978
Jay Ferguson,50,Thunder Island,1978
Atlanta Rhythm Section,51,Imaginary Lover,1978
Bob Seger and The Silver Bullet Band,52,Still the Same,1978
The Trammps,54,Disco Inferno,1978
George Benson,55,On Broadway,1978
Styx,56,Come Sail Away,1978
L.T.D.,57,(Every Time I Turn Around) Back in Love Again,1978
Player,58,This Time I'm in It for Love,1978
Carly Simon,59,You Belong to Me,1978
Dolly Parton,60,Here You Come Again,1978
Linda Ronstadt,61,Blue Bayou,1978
Steely Dan,62,Peg,1978
Anne Murray,63,You Needed Me,1978
"Evelyn ""Champagne"" King",64,Shame,1978
Little River Band,65,Reminiscing,1978
Jefferson Starship,66,Count On Me,1978
Eddie Money,67,Baby Hold On,1978
Shaun Cassidy,68,Hey Deanie,1978
John,69,Summer Nights - John Travolta and Olivia Newton,1978
Lynyrd Skynyrd,70,What's Your Name,1978
Crystal Gayle,71,Don't It Make My Brown Eyes Blue,1978
Patti Smith,72,Because the Night,1978
Robert Palmer,73,Every Kinda People,1978
Barry Manilow,74,Copacabana (At the Copa),1978
Heatwave,75,Always and Forever,1978
Rick James,76,You and I,1978
"Earth, Wind and Fire",77,Serpentine Fire,1978
Bob Welch,78,Sentimental Lady,1978
Santa Esmeralda,80,Don't Let Me Be Misunderstood,1978
Michael Johnson,81,Bluer Than Blue,1978
Jackson Browne,82,Running On Empty,1978
Kenny Loggins,83,"Whenever I Call You ""Friend""",1978
Foxy,85,Get Off,1978
Electric Light Orchestra,86,Sweet Talkin' Woman,1978
Joe Walsh,87,Life's Been Good,1978
Alicia Bridges,88,I Love the Nightlife,1978
High Inergy,89,You Can't Turn Me Off (In the Middle of Turning Me On),1978
Linda Ronstadt,90,It's So Easy,1978
Odyssey,91,Native New Yorker,1978
Parliament,92,Flashlight,1978
Boston,93,Don't Look Back,1978
Electric Light Orchestra,94,Turn to Stone,1978
Eruption,95,I Can't Stand the Rain,1978
Bob Welch,96,Ebony Eyes,1978
Abba,97,The Name of the Game,1978
Rita Coolidge,98,We're All Alone,1978
Bob Seger and The Silver Bullet Band,99,Hollywood Nights,1978
Steely Dan,100,Deacon Blues,1978
The Knack,1,My Sharona,1979
Donna Summer,2,Bad Girls,1979
Chic,3,Le Freak,1979
Rod Stewart,4,Da Ya Think I'm Sexy?,1979
Peaches and Herb,5,Reunited,1979
Gloria Gaynor,6,I Will Survive,1979
Donna Summer,7,Hot Stuff,1979
Village People,8,Y.M.C.A.,1979
Anita Ward,9,Ring My Bell,1979
Robert John,10,Sad Eyes,1979
The Bee Gees,11,Too Much Heaven,1979
Donna Summer,12,MacArthur Park,1979
Dr. Hook,13,When You're In Love With a Beautiful Woman,1979
David Naughton,14,Makin' It,1979
Pointer Sisters,15,Fire,1979
The Bee Gees,16,Tragedy,1979
John,17,A Little More Love - Olivia Newton,1979
Blondie,18,Heart of Glass,1979
The Doobie Brothers,19,What a Fool Believes,1979
Chic,20,Good Times,1979
Barbra Streisand and Neil Diamond,21,You Don't Bring Me Flowers,1979
Amii Stewart,22,Knock On Wood,1979
Suzi Quatro and Chris Norman,23,Stumblin' In,1979
Maxine Nightingale,24,Lead Me On,1979
The Jacksons,25,Shake Your Body (Down to the Ground),1979
Melissa Manchester,26,Don't Cry Out Loud,1979
Supertramp,27,The Logical Song,1979
Billy Joel,28,My Life,1979
Randy Vanwarmer,29,Just When I Needed You Most,1979
Raydio,30,You Can't Change That,1979
Peaches and Herb,31,Shake Your Groove Thing,1979
Dionne Warwick,32,I'll Never Love This Way Again,1979
The Bee Gees,33,Love You Inside Out,1979
Cheap Trick,34,I Want You to Want Me,1979
Barbra Streisand,35,The Main Event (Fight),1979
Elton John,36,Mama Can't Buy You Love,1979
Leif Garrett,37,I Was Made for Dancin',1979
"Earth, Wind and Fire",38,After the Love Has Gone,1979
Donna Summer and Brooklyn Dreams,39,Heaven Knows,1979
Kenny Rogers,40,The Gambler,1979
Nicolette Larson,41,Lotta Love,1979
Little River Band,42,Lady,1979
Bonnie Pointer,43,Heaven Must Have Sent You,1979
Toto,44,Hold the Line,1979
Sister Sledge,45,He's the Greatest Dancer,1979
Dr. Hook,46,Sharing the Night Together,1979
Kenny Rogers,47,She Believes In Me,1979
The Village People,48,In the Navy,1979
Frank Mills,49,Music Box Dancer,1979
Charlie Daniels Band,50,The Devil Went Down to Georgia,1979
John Stewart,51,Gold,1979
Wings,52,Goodnight Tonight,1979
Sister Sledge,53,We Are Family,1979
Bad Company,54,Rock 'N Roll Fantasy,1979
Hot Chocolate,55,Every 1's a Winner,1979
Cher,56,Take Me Home,1979
"Earth, Wind and Fire",57,Boogie Wonderland,1979
Andy Gibb,58,(Our Love) Don't Throw It All Away,1979
Bobby Caldwell,59,What You Won't Do For Love,1979
Ace Frehley,60,New York Groove,1979
Dire Straits,61,Sultans of Swing,1979
Chic,62,I Want Your Love,1979
Rickie Lee Jones,63,Chuck E's In Love,1979
Alicia Bridges,64,I Love the Nightlife (Disco 'Round),1979
McFadden and Whitehead,65,Ain't No Stoppin' Us Now,1979
Little River Band,66,Lonesome Loser,1979
Styx,67,Renegade,1979
England Dan and John Ford Coley,68,Love Is the Answer,1979
Cheryl Lynn,69,Got to Be Real,1979
Patrick Hernandez,70,Born To Be Alive,1979
Electric Light Orchestra,71,Shine a Little Love,1979
Anne Murray,72,I Just Fall In Love Again,1979
Ian Matthews,73,Shake It,1979
Kiss,74,I Was Made for Lovin' You,1979
Gino Vannelli,75,I Just Wanna Stop,1979
G.Q.,76,Disco Nights (Rock Freak),1979
Linda Ronstadt,77,Ooh Baby Baby,1979
"Earth, Wind and Fire",78,September,1979
Al Stewart,79,Time Passages,1979
Herb Alpert,80,Rise,1979
Electric Light Orchestra,81,Don't Bring Me Down,1979
Eric Clapton,82,Promises,1979
Roger Voudouris,83,Get Used to It,1979
Ambrosia,84,How Much I Feel,1979
Eddie Rabbitt,85,Suspicions,1979
Rex Smith,86,You Take My Breath Away,1979
Alice Cooper,87,How You Gonna See Me Now,1979
Foreigner,88,Double Vision,1979
The Babys,89,Every Time I Think of You,1979
Instant Funk,90,I Got My Mind Made Up (You Can Get It Girl),1979
Michael Jackson,91,Don't Stop 'Til You Get Enough,1979
Robert Palmer,92,"Bad Case of Lovin' You (Doctor, Doctor)",1979
Barry Manilow,93,Somewhere In the Night,1979
Bob Seger and The Silver Bullet Band,94,We've Got Tonight,1979
Van Halen,95,Dance the Night Away,1979
Nigel Olsson,96,Dancin' Shoes,1979
Diana Ross,97,The Boss,1979
The Commodores,98,Sail,1979
G.Q.,99,I Do Love You,1979
Firefall,100,Strange Way,1979
Blondie,1,Call Me,1980
Pink Floyd,2,Another Brick In the Wall,1980
John,3,Magic - Olivia Newton,1980
Michael Jackson,4,Rock With You,1980
The Captain and Tennille,5,Do That to Me One More Time,1980
Queen,6,Crazy Little Thing Called Love,1980
Paul McCartney,7,Coming Up,1980
"Lipps, Inc.",8,Funkytown,1980
Billy Joel,9,It's Still Rock and Roll to Me,1980
Bette Midler,10,The Rose,1980
Rupert Holmes,11,Escape (The Pina Colada Song),1980
Gary Numan,12,Cars,1980
Smokey Robinson,13,Cruisin',1980
The Spinners,14,"Working My Way Back to You / Forgive Me, Girl",1980
Air Supply,15,Lost In Love,1980
Elton John,16,Little Jeannie,1980
Cristopher Cross,17,Ride Like the Wind,1980
Diana Ross,18,Upside Down,1980
K.C. and The Sunshine Band,19,Please Don't Go,1980
Styx,20,Babe,1980
Billy Preston and Syreeta,21,With You I'm Born Again,1980
The Manhattans,22,Shining Star,1980
The Commodores,23,Still,1980
Teri De Sario With K.C.,24,Yes I'm Ready,1980
Dr. Hook,25,Sexy Eyes,1980
Robbie Dupree,26,Steal Away,1980
Ambrosia,27,Biggest Part of Me,1980
Kenny Loggins,28,This Is It,1980
The Spinners,29,Cupid / I've Loved You for a Long Time,1980
Jermaine Jackson,30,Let's Get Serious,1980
Kenny Rogers and Kim Carnes,31,Don't Fall In Love With a Dreamer,1980
Christopher Cross,32,Sailing,1980
Dan Fogelberg,33,Longer,1980
Kenny Rogers,34,Coward of the County,1980
Kool and The Gang,35,Ladies Night,1980
S.O.S. Band,36,Take Your Time (Do It Right),1980
Barbra Streisand and Donna Summer,37,No More Tears (Enough Is Enough),1980
Kool and The Gang,38,Too Hot,1980
Kim Carnes,39,More Love,1980
M,40,M Factor,1980
The Pretenders,41,Brass In Pocket,1980
"Ray, Goodman and Brown",42,Special Lady,1980
Stevie Wonder,43,Send One Your Love,1980
Shalamar,44,The Second Time Around,1980
Cliff Richard,45,We Don't Talk Anymore,1980
The Eagles,46,Heartache Tonight,1980
The Brothers Johnson,47,Stomp!,1980
Rocky Burnette,48,Tired of Toein' the Line,1980
Dr. Hook,49,Better Love Next Time,1980
Rupert Holmes,50,Him,1980
Bob Seger and The Silver Bullet Band,51,Against the Wind,1980
Donna Summer,52,On the Radio,1980
The Rolling Stones,53,Emotional Rescue,1980
Herb Alpert,54,Rise,1980
Air Supply,55,All Out of Love,1980
Little River Band,56,Cool Change,1980
J.D. Souther,57,You're Only Lonely,1980
Andy Gibb,58,Desire,1980
Pete Townshend,59,Let My Love Open the Door,1980
Steve Forbert,60,Romeo's Tune,1980
Anne Murray,61,Daydream Believer,1980
The Eagles,62,I Can't Tell You Why,1980
Isaac Hayes,63,Don't Let Go,1980
Tom Petty and The Heartbreakers,64,Don't Do Me Like That,1980
Michael Jackson,65,She's Out of My Life,1980
Irene Cara,66,Fame,1980
Bob Seger and The Silver Bullet Band,67,Fire Lake,1980
Linda Ronstadt,68,How Do I Make You,1980
Benny Mardones,69,Into the Night,1980
Pure Prairie League,70,Let Me Love You Tonight,1980
Genesis,71,Misunderstanding,1980
Dirt Band,72,An American Dream,1980
Carole King,73,One Fine Day,1980
Donna Summer,74,Dim All the Lights,1980
Billy Joel,75,You May Be Right,1980
Neil Sedaka with Dara Sedaka,76,Should've Never Let You Go,1980
Charlie Dore,77,Pilot of the Airwaves,1980
Linda Ronstadt,78,Hurt So Bad,1980
Michael Jackson,79,Off the Wall,1980
Peaches and Herb,80,I Pledge My Love,1980
The Eagles,81,The Long Run,1980
Mickey Gilley,82,Stand By Me - Mickey Gilley - 16 Biggest Hits,1980
Pat Benatar,83,Heartbreaker,1980
Dionne Warwick,84,Deja Vu,1980
Eddie Rabbitt,85,Drivin' My Life Away,1980
Supertramp,86,Take the Long Way Home,1980
Fleetwood Mac,87,Sara,1980
Daryl Hall and John Oates,88,Wait for Me,1980
Boz Scaggs,89,JoJo,1980
Neil Diamond,90,September Morn,1980
George Benson,91,Give Me the Night,1980
Anne Murray,92,Broken Hearted Me,1980
Kenny Rogers,93,You Decorated My Life,1980
Fleetwood Mac,94,Tusk,1980
Prince,95,I Wanna Be Your Lover,1980
Charlie Daniels Band,96,In America,1980
Boz Scaggs,97,Breakdown Dead Ahead,1980
Barry Manilow,98,Ships,1980
Joe Walsh,99,All Night Long,1980
Tom Petty and The Heartbreakers,100,Refugee,1980
Kim Carnes,1,Bette Davis Eyes,1981
Diana Ross and Lionel Richie,2,Endless Love,1981
Kenny Rogers,3,Lady,1981
John Lennon,4,(Just Like) Starting Over,1981
Rick Springfield,5,Jessie's Girl,1981
Kool and The Gang,6,Celebration,1981
Daryl Hall and John Oates,7,Kiss On My List,1981
Eddie Rabbitt,8,I Love a Rainy Night,1981
Dolly Parton,9,9 To 5,1981
REO Speedwagon,10,Keep On Loving You,1981
Joey Scarbury,11,"Theme from ""Greatest American Hero"" (Believe It or Not)",1981
Sheena Easton,12,Morning Train (Nine to Five),1981
Smokey Robinson,13,Being With You,1981
Juice Newton,14,Queen of Hearts,1981
Blondie,15,Rapture,1981
Ray Parker Jr. and Raydio,16,A Woman Needs Love (Just Like You Do),1981
Blondie,17,The Tide Is High,1981
Grover Washington Jr.,18,Just the Two of Us,1981
Pointer Sisters,19,Slow Hand,1981
The Climax Blues Band,20,I Love You,1981
John Lennon,21,Woman,1981
A Taste Of Honey,22,Sukiyaki,1981
Abba,23,The Winner Takes It All,1981
Stars On 45,24,More Stars,1981
Juice Newton,25,Angel of the Morning,1981
Neil Diamond,26,Love On the Rocks,1981
Air Supply,27,Every Woman In the World,1981
Air Supply,28,The One That You Love,1981
Barbra Streisand and Barry Gibb,29,Guilty,1981
Styx,30,The Best of Times,1981
Oak Ridge Boys,31,Elvira,1981
REO Speedwagon,32,Take It On the Run,1981
Ronnie Milsap,33,(There's) No Gettin' Over Me,1981
Gino Vannelli,34,Living Inside Myself,1981
Barbra Streisand,35,Woman In Love,1981
Manhattan Transfer,36,Boy from New York City,1981
Foreigner,37,Urgent,1981
Rod Stewart,38,Passion,1981
Commodores,39,Lady (You Bring Me Up),1981
Don Mclean,40,Crying,1981
Marty Balin,41,Hearts,1981
Diana Ross,42,It's My Turn,1981
Daryl Hall and John Oates,43,You Make My Dreams,1981
Kenny Rogers,44,I Don't Need You,1981
Champaign,45,How 'Bout Us,1981
Pat Benatar,46,Hit Me With Your Best Shot,1981
The Greg Kihn Band,47,The Break Up Song,1981
Alan Parsons Project,48,Time,1981
Bruce Springsteen,49,Hungry Heart,1981
Franke and The Knockouts,50,Sweetheart,1981
Terri Gibbs,51,Somebody's Knockin',1981
Leo Sayer,52,More Than I Can Say,1981
Tierra,53,Together,1981
Styx,54,Too Much Time On My Hands,1981
Dottie West,55,What Are We Doin' In Love,1981
Journey,56,Who's Crying Now,1981
The Police,57,"De Do Do Do, de Da Da Da",1981
"Gary ""U.S."" Bonds",58,This Little Girl,1981
Stevie Nicks with Tom Petty & The Heartbreakers,59,Stop Draggin' My Heart Around,1981
Delbert McClinton,60,Giving It Up for Your Love,1981
Cliff Richard,61,A Little in Love,1981
Neil Diamond,62,America,1981
John Cougar,63,Ain't Even Done With the Night,1981
Christopher Cross,64,Arthur's Theme (Best That You Can Do),1981
Queen,65,Another One Bites the Dust,1981
Alan Parsons Project,66,Games People Play,1981
Eric Clapton,67,I Can't Stand It,1981
Steve Winwood,68,While You See a Chance,1981
Stevie Wonder,69,Master Blaster (Jammin'),1981
Neil Diamond,70,Hello Again,1981
The Police,71,Don't Stand So Close to Me,1981
Steely Dan,72,Hey Nineteen,1981
Stevie Wonder,73,I Ain't Gonna Stand for It,1981
George Harrison,74,All Those Years Ago,1981
Eddie Rabbitt,75,Step By Step,1981
Billy Squier,76,The Stroke,1981
Alabama,77,Feels So Right,1981
Stanley Clarke and George Duke,78,Sweet Baby,1981
Dan Fogelberg,79,Same Old Lang Syne,1981
Pablo Cruise,80,Cool Love,1981
ELO,81,Hold On Tight,1981
John Schneider,82,It's Now Or Never,1981
Pat Benatar,83,Treat Me Right,1981
Santana,84,Winning,1981
Barbra Streisand and Barry Gibb,85,What Kind of Fool,1981
John Lennon,86,Watching the Wheels,1981
Heart,87,Tell It Like It Is,1981
Ronnie Milsap,88,Smoky Mountain Rain,1981
Barry Manilow,89,I Made It Through the Rain,1981
Daryl Hall and John Oates,90,You've Lost That Loving Feeling,1981
John and Cliff Richard,91,Suddenly - Olivia Newton,1981
Sheena Easton,92,For Your Eyes Only,1981
The Beach Boys,93,Beach Boys Medley,1981
Devo,94,Whip It,1981
Sheena Easton,95,Modern Girl,1981
Gary Wright,96,Really Want To Know You,1981
Rosanne Cash,97,Seven Year Ache,1981
Diana Ross,98,I'm Coming Out,1981
Boz Scaggs,99,Miss Sun,1981
Andy Gibb,100,Time Is Time,1981
John,1,Physical - Olivia Newton,1982
Survivor,2,Eye of the Tiger,1982
Joan Jett and The Blackhearts,3,I Love Rock 'N Roll,1982
Paul McCartney and Stevie Wonder,4,Ebony & Ivory,1982
The J. Geils Band,5,Centerfold,1982
The Human League,6,Don't You Want Me,1982
John Cougar,7,Jack & Diane,1982
John Cougar,8,Hurts So Good,1982
Steve Miller Band,9,Abracadabra,1982
Chicago,10,Hard to Say I'm Sorry,1982
Soft Cell,11,Tainted Love,1982
Vangelis,12,Chariots Of Fire,1982
Quarterflash,13,Harden My Heart,1982
Toto,14,Rosanna,1982
Daryl Hall and John Oates,15,I Can't Go for That (No Can Do),1982
Tommy Tutone,16,867-5309 / Jenny,1982
Bertie Higgins,17,Key Largo,1982
Melissa Manchester,18,You Should Hear How She Talks About You,1982
Foreigner,19,Waiting for a Girl Like You,1982
Rick Springfield,20,Don't Talk to Strangers,1982
Juice Newton,21,The Sweetest Thing (I've Ever Known),1982
Willie Nelson,22,Always On My Mind,1982
The Cars,23,Shake It Up,1982
The Dazz Band,24,Let It Whip,1982
Go's,25,We Got the Beat - The Go,1982
Ray Parker Jr.,26,The Other Woman,1982
George Benson,27,Turn Your Love Around,1982
Air Supply,28,Sweet Dreams,1982
The Motels,29,Only the Lonely,1982
Men At Work,30,Who Can It Be Now?,1982
Fleetwood Mac,31,Hold Me,1982
Alan Parsons Project,32,Eye In the Sky,1982
"Earth, Wind and Fire",33,Let's Groove,1982
Journey,34,Open Arms,1982
Dan Fogelberg,35,Leader of the Band,1982
Stevie Nicks and Don Henley,36,Leather and Lace,1982
Air Supply,37,Even the Nights Are Better,1982
Charlene,38,I've Never Been to Me,1982
Paul Davis,39,'65 Love Affair,1982
Asia,40,Heat of the Moment,1982
The Little River Band,41,Take It Easy On Me,1982
Buckner and Garcia,42,Pac Man Fever,1982
Stevie Wonder,43,That Girl,1982
Daryl Hall and John Oates,44,Private Eyes,1982
Lindsey Buckingham,45,Trouble,1982
Roberta Flack,46,Making Love,1982
Juice Newton,47,Love's Been a Little Bit Hard On Me,1982
Rod Stewart,48,Young Turks,1982
J. Geils Band,49,Freeze-Frame,1982
REO Speedwagon,50,Keep the Fire Burnin',1982
Huey Lewis and The News,51,Do You Believe In Love,1982
Paul Davis,52,Cool Night,1982
38 Special,53,Caught Up In You,1982
Diana Ross,54,Why Do Fools Fall In Love,1982
Alabama,55,Love In the First Degree,1982
Royal Philharmonic Orchestra,56,Hooked On America,1982
"Crosby, Stills and Nash",57,Wasted On the Way,1982
Eddie Money,58,Think I'm In Love,1982
Donna Summer,59,Love Is In Control (Finger On the Trigger),1982
